T_San123,T_Syokugyo,T_KiKibo,T_Age_10,Y_Income,Food,LFW,Clothes,Transport,Recreation
1,0,0,4,11289.69183,63192.65154,34156.12781,16726.07216,17059.48497,9343.362288
1,0,0,4,6680.941019,33279.85663,24473.26943,1638.566455,78891.6621,8920.997514
1,0,0,4,4515.013288,48428.45863,15015.50689,4041.336012,11382.47204,15175.37117
1,0,0,4,7004.264422,54727.7261,21243.23755,14755.98106,51047.50024,39983.33335
1,0,0,4,8276.089887,42470.84934,10946.83368,13051.47143,16186.35353,5015.164503
1,0,0,4,9020.21879,72049.52071,32000.39262,44260.42773,43137.26334,21542.73116
1,0,0,4,12561.58568,74337.21941,28512.21121,8268.684948,95340.62246,7934.37611
1,0,0,4,7363.404747,37112.89509,16781.99289,5144.317201,28923.79282,6976.782275
1,0,0,4,6700.81621,58021.6771,22893.00528,10361.50671,32950.72747,10427.63506
1,0,0,4,8754.43113,66624.9033,25432.15154,3171.822016,31381.11573,17486.59837
1,0,0,4,3982.098803,71052.43317,14815.83612,17331.33886,8562.606807,13586.86056
1,0,0,4,4748.130206,50036.40158,21452.28543,2613.248905,11902.15558,17435.81508
1,0,0,4,4668.61938,51317.39166,30588.41604,1892.304649,51333.77468,17488.96798
1,0,0,4,6698.257515,44339.22746,25818.79982,6167.813685,14353.96097,4817.385907
1,0,0,4,8477.345913,57050.03989,26333.11851,12626.3607,16748.55203,14537.18139
1,0,0,4,2798.820803,32381.75587,11389.64743,11025.97534,13413.25563,3176.444408
1,0,0,4,12269.57833,50458.32681,16030.58482,12833.00793,35446.60459,39808.18465
1,0,0,4,5006.693935,37875.33441,13151.1415,2000.132775,21887.87853,25920.54577
1,0,0,4,2881.435621,33728.05569,16524.10721,3157.653719,32456.27688,2380.135639
1,0,0,4,10627.75278,69239.78915,20414.33945,33358.56096,84413.4104,65814.7648
1,0,0,4,3207.966823,36773.6265,13794.43137,11704.36103,97572.86451,15910.45361
1,0,0,4,8661.902381,52867.18112,36592.79121,15139.43192,10015.74263,10598.33958
1,0,0,4,6216.21633,52676.20729,17147.47298,5844.735153,22405.55443,28964.58812
1,0,0,4,4492.652103,38452.65544,19205.40036,5354.278811,66800.8466,12378.09078
1,0,0,4,6302.613228,44208.51614,16699.89447,5539.012366,64793.93123,63334.95672
1,0,0,4,6079.22588,71942.95921,23026.15731,8621.120169,17498.23331,8694.079756
1,0,0,4,6185.045259,58730.22254,22500.24524,11940.46315,44784.58431,6940.193218
1,0,0,4,4155.852209,65314.03851,19015.61386,6599.207482,35419.09964,6411.868801
1,0,0,4,3884.567622,70294.16438,22924.39025,3111.808685,11773.14065,10642.79921
1,0,0,4,5124.523167,22945.77727,19999.74162,9279.871563,14408.5334,16799.89868
1,0,0,4,4292.84679,37189.53106,18330.11992,4605.658975,34791.66936,4320.37825
1,0,0,4,5668.684935,38273.24234,8829.502412,5026.325915,154907.4387,13637.01282
1,0,0,4,6945.354356,80342.4324,25536.64251,4948.447511,77184.03156,32175.27547
1,0,0,4,10059.30048,53444.12503,12926.23975,4484.182561,19393.99061,7493.022681
1,0,0,4,7737.044027,60795.59081,14975.27394,2517.66655,38132.89392,6404.785478
1,0,0,4,5653.663428,55623.76909,22727.04611,17115.68791,17401.57306,35972.16636
1,0,0,5,2864.167212,61541.8094,15309.2126,6240.908918,9062.140675,18926.5673
1,0,0,5,4619.819993,49326.80571,20039.2034,4159.808848,63485.7222,35007.35393
1,0,0,5,3731.646661,94768.58534,12600.0588,3779.886665,31512.36253,29334.51146
1,0,0,5,7300.728987,51300.50204,21356.38595,2834.969724,37935.29288,13427.71678
1,0,0,5,3133.035241,42801.22511,19744.17818,3301.545882,55351.01313,15934.54998
1,0,0,5,4722.670507,34657.72859,17708.69865,11080.35658,275485.1943,12108.51149
1,0,0,5,4767.163076,28310.0665,20990.55805,2534.750481,38195.48732,3822.312127
1,0,0,5,7471.962804,83054.47699,24494.99135,9463.881672,10582.24066,14066.30983
1,0,0,5,3306.043891,17185.80587,13271.65896,2290.129264,9268.358992,27970.76915
1,0,0,5,3307.680399,54167.28377,24873.8737,26243.71362,17601.06315,17428.16326
1,0,0,5,4632.400505,47059.60869,49870.68596,1202.804889,8932.424463,23983.85616
1,0,0,5,6858.051871,73269.34368,29510.81228,2544.576288,33887.65091,15243.42795
1,0,0,5,1666.077537,18468.43702,8025.670119,862.8662644,102836.7904,3478.608338
1,0,0,5,4384.299971,93475.9756,30721.58199,9457.159553,85869.82725,58360.8207
1,0,0,5,2889.729942,101103.4257,23413.11858,2174.274532,97434.17066,38126.14854
1,0,0,5,2710.428313,34826.88944,10890.95639,2673.116514,3174.942516,10564.90492
1,0,0,5,4876.438352,49635.07404,11001.37083,3026.875141,35470.11494,24301.90957
1,0,0,5,5554.821752,47626.64217,13997.45512,8149.522364,67262.90206,34605.65261
1,0,0,5,5199.308154,82176.41562,31041.70427,2911.954554,18234.3131,19407.88037
1,0,0,5,5643.185354,90458.51213,20709.24766,6322.179923,17059.65162,25244.51628
1,0,0,5,6401.851466,113751.9096,13605.6694,4513.453015,13856.57469,19983.46281
1,0,0,5,4145.913338,50706.8822,16315.69078,2133.669024,88088.56108,6473.458253
1,0,0,5,4426.802725,35707.58262,14091.1657,933.7193413,14153.13168,5881.906963
1,0,0,5,3927.020112,77730.98611,18841.92917,6271.599187,20448.09322,26977.28283
1,0,0,5,5465.390426,72101.07266,20371.22791,9381.695512,31339.04968,8521.874463
1,0,0,5,2877.00561,28317.64678,12759.55453,3861.810691,17423.43123,6052.616063
1,0,0,5,3188.518295,29065.89028,10758.16401,1928.238308,2956.207895,31037.30907
1,0,0,5,3159.588975,98280.13175,21347.23715,1829.237136,155282.6149,13344.3848
1,0,0,5,7671.549817,107802.4522,32581.24489,2698.600642,34534.0482,22955.94975
1,0,0,5,4308.765933,91090.00752,16207.82832,3855.817541,95457.55316,35654.35011
1,0,0,5,5986.632314,136955.5831,14379.61634,3850.809506,8123.230292,13925.13308
1,0,0,5,3290.461465,31349.29687,13043.63913,9934.435477,31156.60686,28798.40558
1,0,0,5,7677.537264,99174.87766,18161.5853,17201.16709,60800.03149,135443.7953
1,0,0,5,3808.08526,74523.9127,18394.47492,3681.061547,10605.0253,18307.74976
1,0,0,5,8370.178499,100109.8569,10414.75397,3881.571274,30620.66788,52623.65374
1,0,0,5,3359.727302,52027.23987,14247.90356,20871.76004,29040.68424,15056.09008
1,0,0,5,6614.806909,49126.56121,25365.84317,15249.7182,33052.81414,19976.18863
1,0,0,5,7137.708203,67217.66281,28394.56722,5992.236156,14368.17943,5664.3937
1,0,0,5,2855.61739,36086.98405,13902.53742,1920.829363,9608.038662,9806.096083
1,0,0,5,6398.168782,81502.94497,19332.27533,6850.979416,9798.989132,8838.453141
1,0,0,5,4689.808091,69663.1949,12964.23181,2794.084976,19889.96711,10581.81711
1,0,0,5,6237.009748,76869.69286,18817.47903,14375.41066,23886.34397,31229.50232
1,0,0,5,3992.903012,45892.44589,16884.94129,1929.232619,8663.844469,20771.94641
1,0,0,5,4938.244585,38750.88673,21828.08012,1479.656391,16124.94291,13247.63552
1,0,0,5,4791.118696,112662.9387,24707.36682,6980.614985,110954.3983,10988.4567
1,0,0,5,6231.098856,110774.8489,19998.95438,8254.115666,56154.09773,174922.023
1,0,0,5,6551.180505,37313.36035,18207.61735,1507.248342,249410.2162,18395.43386
1,0,0,5,11136.68829,67756.84061,19536.43317,4242.051257,27637.63263,51291.72037
1,0,0,5,4629.756601,45121.51284,22468.33967,4011.576338,44781.27954,42669.70156
1,0,0,5,4340.083129,44562.10817,38288.52634,3582.865447,6084.987553,13834.9856
1,0,0,5,8127.502859,81614.98866,13051.84819,13601.84316,13556.24658,78544.93059
1,0,0,5,8289.205185,80893.356,20400.71907,43886.45108,102562.7856,38426.49096
1,0,0,5,4003.389892,107984.9428,28901.57468,5771.185442,16990.68662,44845.01674
1,0,0,5,2868.196893,60245.23386,18571.59684,1789.910514,10018.94072,26158.0657
1,0,0,5,3691.882223,26581.22003,9379.368249,8374.031696,13240.94401,10762.53052
1,0,0,5,5223.236519,43939.53915,22351.01208,4890.141926,18546.16232,46711.76717
1,0,0,5,6790.930293,92643.73557,14860.38502,20359.7235,16032.31795,14743.51538
1,0,0,5,2749.865873,31362.15227,8911.651811,1991.352124,15264.92808,15409.76623
1,0,0,5,4418.59443,80604.69621,12942.66224,4850.017371,73490.37683,21984.31942
1,0,0,5,1954.231863,37649.43606,16510.93157,5845.209718,24425.22865,40332.68298
1,0,0,5,6559.657927,94955.96064,23924.11139,15706.37448,21420.76402,11924.24061
1,0,0,5,2195.732748,71680.65679,31815.9975,5886.256527,8162.229875,9586.031301
1,0,0,5,5466.30029,44623.12433,17487.99551,8276.47965,13322.09849,27922.04115
1,0,0,5,2048.078402,66265.89644,16437.46313,6723.931786,21002.27083,8036.93307
2,2,1,1,5019.729991,42518.46743,13336.14142,19514.62123,47483.72486,72254.23738
2,2,1,1,4345.429847,44509.25465,18045.705,7093.310126,41774.7535,6930.119406
2,2,1,1,4117.110046,59082.21562,15810.35327,18276.4545,36797.33496,38312.90803
2,2,1,1,4203.562469,35474.231,18089.86403,10675.8644,61399.9928,13433.25265
2,2,1,1,3944.487612,47838.35598,31146.45944,3601.498098,53396.10072,34626.98074
2,2,1,1,4343.779968,38278.21467,13656.74422,6989.958539,39528.55849,12746.80645
2,2,1,1,2735.810734,25307.49249,9077.065742,12466.608,32717.11506,15278.28669
2,2,1,1,3959.757253,21578.31878,8559.634068,8619.286063,48682.75265,5955.640094
2,2,1,1,4915.892023,148851.7986,34349.91071,27281.10825,49882.53475,54868.84488
2,2,1,1,4112.502379,36829.19346,23382.88354,6103.367858,28965.90462,4363.125051
2,2,1,1,3922.763016,69054.58383,11338.304,12036.61053,24363.36252,5237.592897
2,2,1,1,4282.173042,41529.61223,7141.022219,9142.516637,73408.33099,15522.78317
2,2,1,1,3527.707174,28742.18925,21399.71585,3677.867601,31865.55472,17919.2865
2,2,1,1,3500.351732,67597.21059,8919.879835,4623.003021,79138.6204,15958.96229
2,2,1,1,3498.954846,39778.21396,19198.04145,4702.016355,53071.50242,4796.819081
2,2,1,1,3882.468045,37654.59053,6289.685328,3294.408244,23952.52857,36587.92696
2,2,1,1,3483.585715,33801.4622,16200.63632,16936.35446,52514.73598,16555.75598
2,2,1,2,6577.823506,68805.29975,14380.70355,11173.95987,4535.058702,255698.6144
2,2,1,2,2777.994195,26261.21746,7918.927831,8651.098711,35313.74559,14432.94905
2,2,1,2,3387.204914,46648.22078,16767.67191,10365.31032,27767.19982,24964.69324
2,2,1,2,8638.675547,79388.99366,16355.92088,46504.88082,2683.318932,26743.14069
2,2,1,2,4126.070249,66393.84649,16455.06316,6552.874782,69701.85973,33642.93052
2,2,1,2,3928.003508,41601.27469,8676.257527,6351.812189,43363.34121,40212.72528
2,2,1,2,4085.166153,30698.20821,10015.52982,3266.981419,86489.07985,9739.438457
2,2,1,2,5145.160343,68031.40352,16083.7154,22766.54463,1037.558766,77727.58862
2,2,1,2,5987.188793,38767.93217,13059.11359,2880.614572,98548.90493,13040.51679
2,2,1,2,2999.029974,57253.45171,14666.42594,3649.146708,17855.42446,9496.022122
2,2,1,2,4948.344023,46341.88928,10608.0383,7002.555429,44710.44063,11778.43431
2,2,1,2,4129.181249,50156.0419,18504.87955,3822.088234,56365.69527,16241.86151
2,2,1,2,2982.178878,40611.08641,11881.71815,8056.584355,8683.940236,13882.87763
2,2,1,2,6843.279901,68924.44912,14108.16186,4418.246083,9603.398149,7507.819338
2,2,1,2,5267.258241,47883.28086,13015.98236,10409.95759,6495.906668,35906.11187
2,2,1,2,3865.329856,46682.8219,11484.13076,4367.589968,96326.56341,9322.83929
2,2,1,2,6398.953574,57182.43648,23937.93089,7587.525006,12414.21577,19760.48027
2,2,1,2,3045.736776,40394.15822,12722.94028,6157.949512,68241.81967,4200.751667
2,2,1,2,3718.679811,79321.38696,17551.69606,11530.61455,6077.803943,8596.489208
2,2,1,2,4803.960112,63771.25084,11750.85705,11937.87254,31373.06754,23617.10959
2,2,1,2,3280.61237,52494.25024,15370.45183,12731.6345,32183.69365,6559.708764
2,2,1,2,6543.417648,77013.94547,19698.39188,6485.801637,11202.55677,13525.88243
2,2,1,2,5222.497451,61646.47894,13948.58249,2579.897086,46976.15144,64617.43463
2,2,1,2,4996.556306,31379.42148,25873.49444,3016.638241,34150.67877,28764.21612
2,2,1,2,6449.890166,85427.72507,28429.04956,20362.80195,24902.10876,32866.43342
2,2,1,2,7582.099061,62737.26083,17934.15363,9364.748577,239270.9692,13095.5478
2,2,1,2,4365.411489,35572.18229,21837.22331,12332.31855,5618.942567,15423.05727
2,2,1,2,6804.883745,67673.37081,21937.17943,6078.999482,483369.2086,63787.35341
2,2,1,2,3318.603784,40377.40656,18481.20525,9878.614685,1219.167933,11201.11324
2,2,1,2,3088.794351,30839.12106,14952.70035,3247.600839,8974.529916,7560.062637
2,2,1,2,15044.72541,72079.34866,19062.95143,39762.65176,48083.53807,45307.26851
2,2,1,2,8015.767694,90694.14428,21384.34911,6154.344966,22300.82495,17108.18106
2,2,1,2,6691.047551,47105.42376,17174.77165,22125.3412,7150.209928,16495.63037
2,2,1,2,5018.124249,39431.64016,25401.95881,3304.077162,4438.956899,10676.02074
2,2,1,2,5412.330739,79769.75098,13141.2427,38180.00219,58287.32325,117263.3697
2,2,1,2,5402.632563,68750.1728,16521.1814,9019.390825,12534.31707,60711.38813
2,2,1,2,5337.583403,81127.54759,22076.77328,13167.11625,7615.808095,40661.76312
2,2,1,2,3086.941035,38263.13449,12780.32962,9846.407697,324979.1266,11785.77391
2,2,1,2,4474.575334,52498.47247,12910.5616,5397.847328,45494.01163,34638.52175
2,2,1,2,8526.25666,104580.2621,11168.69808,8301.682169,196360.412,51002.11763
2,2,1,2,4411.792789,69169.00527,31265.85237,5536.261216,18841.0253,18386.14006
2,2,1,2,3065.399886,52644.89002,13964.95659,2810.414921,45915.02951,11623.23877
2,2,1,2,1979.139365,37831.87997,15634.0164,1803.889601,2137.237275,13675.39718
2,2,1,2,9730.494037,68636.02383,21386.49942,11122.51187,10816.48356,45043.64748
2,2,1,2,3630.912536,45969.12416,12425.38615,8144.312458,166462.6494,4680.922472
2,2,1,2,15366.62923,115904.2741,26413.96724,13082.10869,10561.80423,60182.61863
2,2,1,2,3390.665134,52764.5414,10605.29159,9728.033907,83967.81025,9263.716689
2,2,1,2,9097.030945,64893.03159,19087.57591,13239.83154,63749.36254,4042.061887
2,2,1,2,3607.426398,37685.26046,9419.662386,2838.742763,7459.157975,21749.07813
2,2,1,2,2477.828943,38438.12523,12068.35368,10700.17682,7254.469279,11991.77465
2,2,1,2,13372.93502,75961.67217,24297.32189,7224.212192,40737.75546,23607.69021
2,2,1,2,6367.617428,71721.08951,22533.0535,14240.38251,30334.66014,14880.33128
2,2,1,2,5891.880557,75551.1292,15181.1017,16232.59211,68775.01242,5191.764822
2,2,1,2,5764.031764,40774.83108,7847.322011,14536.41137,108018.1239,27894.07798
2,2,1,2,4813.98189,87918.88377,23466.33751,9410.374275,4002.23513,25228.81093
2,2,1,2,3681.948789,50710.68308,15420.73496,3744.422796,1498.99804,7009.407761
2,2,1,2,4591.742057,60636.87304,15769.96904,6981.24502,42282.34309,8387.446942
2,2,1,2,4433.066949,54850.22236,15853.43576,6692.681359,22180.88328,17489.89225
2,2,1,2,2785.152166,31772.60846,13041.42797,4079.411767,1448.916417,8617.333052
2,2,1,2,5496.202668,30779.21308,10928.22885,3653.431294,545.1658026,13675.81507
2,2,1,2,5296.746858,85505.65835,13792.23497,14502.46355,26997.92135,6828.311517
2,2,1,2,3729.092421,76927.90287,18143.99845,8053.724178,9542.992072,41556.17835
2,2,1,2,4745.109491,47355.57611,11750.78291,14836.54264,31208.31292,21684.94138
2,2,1,2,9347.914513,98817.04556,40282.66861,8169.254887,102850.5642,17729.40904
2,2,1,2,5212.681366,55784.13977,12421.35196,6280.270358,62627.8303,74435.73567
2,2,1,2,8488.625481,74917.72949,11742.19591,13807.73199,3651.368461,46100.97656
2,2,1,2,3709.917329,69881.61181,16315.39138,7469.331102,60042.02588,33001.30717
2,2,1,2,5703.015258,43886.82475,21018.82151,5023.007309,31400.95214,26989.04423
2,2,1,2,5667.442047,72213.55919,21631.07295,20736.928,18071.23885,43133.90098
2,2,1,2,6511.587286,42655.93711,13335.38552,9016.985762,71687.41692,14695.30743
2,2,1,2,3749.059537,44984.55742,14986.61808,7027.527198,64141.10316,53937.04941
2,2,1,2,8002.357303,49664.84146,21269.90321,22067.6363,13615.14329,9018.614812
2,2,1,2,5122.073795,28867.96689,15702.29382,6645.410043,3331.25378,12052.52768
2,2,1,2,4940.883366,55881.77255,13877.74985,5263.50263,56281.5423,8650.661439
2,2,1,2,5629.68551,48009.67591,18927.58326,12760.82279,9672.58134,14725.43087
2,2,1,2,3846.79259,43381.38841,12343.52584,8763.888942,50552.20682,28275.02654
2,2,1,2,3958.863673,47341.81689,14532.70729,6820.409618,111239.9283,14434.56033
2,2,1,2,5250.328618,45652.78287,25735.79881,59021.34713,71521.46807,10158.26322
2,2,1,2,10790.49771,64476.64232,14982.91071,12966.86327,32584.12148,33363.57689
2,2,1,2,4150.281092,62979.77352,18819.15129,4520.030068,5485.601123,30941.25389
2,2,1,2,4929.266403,44794.34796,12800.26786,8133.689162,9762.405897,13045.13106
2,2,1,2,4147.546741,35876.9327,12576.17414,6389.787202,1991.565268,5253.889936
2,2,1,2,4649.516212,53883.79467,12809.99264,21444.53884,22547.48494,20762.88451
2,2,1,2,4477.077189,69974.97119,13099.74359,14561.6023,32906.69572,23455.74164
2,2,1,2,6882.305648,50014.43598,15218.76029,4936.963405,75228.11307,31796.66782
2,2,1,2,8514.029981,75313.02445,8777.853834,13024.75394,37516.19491,62161.30578
2,2,1,2,4370.913982,42088.21423,20832.16772,13020.61113,11096.99796,20616.42812
2,2,1,2,5012.098443,55766.74536,31021.47365,2051.464531,90627.51927,17816.91911
2,2,1,2,5197.183817,83930.69806,22765.27317,9508.370409,35048.98094,17414.3969
